artist_name,birth_year,birth_year_key,style_name,style_count,style_years
Ernst Ludwig Kirchner,1880,1880, Unknown,,
Filippo De Pisis,1896,1896,Cubism,,
Filippo De Pisis,1896,1896, Expressionism,,
Filippo De Pisis,1896,1896, Metaphysical art,,
Filippo De Pisis,1896,1896, Orphism,,
George Grosz,1893,1893,Cubism,1,1919-1919
George Grosz,1893,1893, Dada,,
George Grosz,1893,1893, Unknown,,
Georges Valmier,1885,1885,Cubism,40,1911-1930
Georges Valmier,1885,1885, Unknown,,
Georgy Yakulov,1884,1884,Cubism,3,1915-1920
Giacomo Manzu,1908,1908,Cubism,,1964-1985
Giacomo Manzu,1908,1908, Existential Art,,
Giacomo Manzu,1908,1908, Expressionism,,
Giacomo Manzu,1908,1908, Realism,,
Gino Severini,1883,1883,Cubism,,1916-1965
Gino Severini,1883,1883, Divisionism,,
Gino Severini,1883,1883, Futurism,,
Gino Severini,1883,1883, Impressionism,,
Gino Severini,1883,1883, Neoclassicism,,
Gino Severini,1883,1883, Synthetic Cubism,,
Giorgio Morandi,1890,1890,Cubism,,1914-1914
Giorgio Morandi,1890,1890, Magic Realism,,
Giorgio Morandi,1890,1890, Metaphysical art,,
Giorgio Morandi,1890,1890, Post-Impressionism,,
Guity Novin,1944,1944,Cubism,,
Guity Novin,1944,1944, Expressionism,,
Gustave Buchet,1888,1888,Cubism,,1918-1961
Gustave Buchet,1888,1888, Expressionism,,
Gustave Buchet,1888,1888, Futurism,,
Gustave Buchet,1888,1888, Purism,,
Harry Phelan Gibb,1870,1870,Cubism,,1932-1932
Harry Phelan Gibb,1870,1870, Divisionism,,
Harry Phelan Gibb,1870,1870, Fauvism,,
Harry Phelan Gibb,1870,1870, Post-Impressionism,,
Heinrich Campendonk,1889,1889,Cubism,,1912-1916
Heinrich Campendonk,1889,1889, Expressionism,,
Henri Laurens,1885,1885,Cubism,33,1915-1952
Henri Laurens,1885,1885, Unknown,,
Henri Le Fauconnier,1881,1881,Cubism,,1910-1915
Henri Le Fauconnier,1881,1881, Post-Impressionism,,
Jacob Epstein,1880,1880,Cubism,,1913-1915
Jacob Epstein,1880,1880, Expressionism,,
Jacob Epstein,1880,1880, Unknown,,
Jacob Lawrence,1917,1917,Cubism,,1941-1999
Jacob Lawrence,1917,1917, Expressionism,,
Jacob Lawrence,1917,1917, Social Realism,,
Jacob Lawrence,1917,1917, Unknown,,
Jacques Lipchitz,1891,1891,Cubism,10,1915-1930
Jankel Adler,1895,1895,Cubism,,1920-1949
Jankel Adler,1895,1895, Expressionism,,
Johannes Sveinsson Kjarval,1885,1885,Cubism,,1919-1919
Johannes Sveinsson Kjarval,1885,1885, Expressionism,,
Johannes Sveinsson Kjarval,1885,1885, Impressionism,,
Jules Pascin,1885,1885,Cubism,,1912-1917
Jules Pascin,1885,1885, Expressionism,,
Julio Gonzalez,1876,1876,Cubism,18,1927-1942
Karl Knaths,1891,1891,Cubism,30,1922-1964
Lajos Tihanyi,1885,1885,Cubism,,1910-1928
Lajos Tihanyi,1885,1885, Expressionism,,
Lajos Tihanyi,1885,1885, Fauvism,,
Lajos Tihanyi,1885,1885, Post-Impressionism,,
Lasar Segall,1891,1891,Cubism,,1918-1925
Lasar Segall,1891,1891, Cubo-Futurism,,
Lasar Segall,1891,1891, Expressionism,,
Lasar Segall,1891,1891, Naïve Art (Primitivism),,
Leopold Survage,1879,1879,Cubism,,1911-1959
Leopold Survage,1879,1879, Orphism,,
Leopold Survage,1879,1879, Unknown,,
Lin Fengmian,1900,1900,Cubism,,
Lin Fengmian,1900,1900, Expressionism,,
Lin Fengmian,1900,1900, Naïve Art (Primitivism),,
Lin Fengmian,1900,1900, Post-Impressionism,,
Louis Marcoussis,1878,1878,Cubism,52,1914-1941
Lyonel Feininger,1871,1871,Cubism,,1912-1939
Lyonel Feininger,1871,1871, Expressionism,,
Lyonel Feininger,1871,1871, Naïve Art (Primitivism),,
Lyonel Feininger,1871,1871, Unknown,,
Mario Comensoli,1922,1922,Cubism,,1951-1951
Mario Comensoli,1922,1922, Expressionism,,
Mario Comensoli,1922,1922, Pop Art,,
Mario Comensoli,1922,1922, Social Realism,,
Mario Sironi,1885,1885,Cubism,,1919-1919
Mario Sironi,1885,1885, Divisionism,,
Mario Sironi,1885,1885, Futurism,,
Mario Sironi,1885,1885, Metaphysical art,,
Mario Sironi,1885,1885, Neoclassicism,,
Maurice de Vlaminck,1876,1876,Cubism,,1907-1919
Maurice de Vlaminck,1876,1876, Fauvism,,
Maurice de Vlaminck,1876,1876, Neo-Impressionism,,
Maurice de Vlaminck,1876,1876, Post-Impressionism,,
Maurice de Vlaminck,1876,1876, Unknown,,
Max Beckmann,1884,1884,Cubism,,1917-1921
Max Beckmann,1884,1884, Expressionism,,
Max Beckmann,1884,1884, Surrealism,,
Max Beckmann,1884,1884, Unknown,,
Max Beckmann,1884,1884, Verism,,
Max Ernst,1891,1891,Cubism,,
Max Ernst,1891,1891, Dada,,
Max Ernst,1891,1891, Expressionism,,
Max Ernst,1891,1891, Metaphysical art,,
Max Ernst,1891,1891, Naïve Art (Primitivism),,
Max Ernst,1891,1891, Surrealism,,
Max Jacob,1888,1888,Cubism,,1938-1943
Max Jacob,1888,1888, Expressionism,,
Max Oppenheimer,1885,1885,Cubism,,
Max Oppenheimer,1885,1885, Expressionism,,
Max Oppenheimer,1885,1885, Futurism,,
Max Weber,1864,1864,Cubism,,1908-1919
Max Weber,1864,1864, Expressionism,,
Max Weber,1864,1864, Fauvism,,
Max Weber,1864,1864, Unknown,,
Mikhail Larionov,1881,1881,Cubism,,1915-1919
Mikhail Larionov,1881,1881, Expressionism,,
Mikhail Larionov,1881,1881, Fauvism,,
Mikhail Larionov,1881,1881, Impressionism,,
Mikhail Larionov,1881,1881, Naïve Art (Primitivism),,
Mikhail Larionov,1881,1881, Rayonism,,
Morton Schamberg,1881,1881,Cubism,,
Morton Schamberg,1881,1881, Dada,,
Morton Schamberg,1881,1881, Expressionism,,
Morton Schamberg,1881,1881, Fauvism,,
Morton Schamberg,1881,1881, Precisionism,,
Nikolai Kulbin,1868,1868,Cubism,,1911-1911
Nikolai Kulbin,1868,1868, Divisionism,,
Nikolai Kulbin,1868,1868, Expressionism,,
Nikolai Kulbin,1868,1868, Fauvism,,
Nikolai Kulbin,1868,1868, Futurism,,
Nikolai Kulbin,1868,1868, Unknown,,
Nikos Hadjikyriakos-Ghikas,1906,1906,Cubism,,
Nikos Hadjikyriakos-Ghikas,1906,1906, Unknown,,
Nzante Spee,1953,1953,Cubism,,1994-1995
Nzante Spee,1953,1953, Naïve Art (Primitivism),,
Nzante Spee,1953,1953, Surrealism,,
Olexandr Archipenko,1887,1887,Cubism,45,1909-1963
Olexandr Archipenko,1887,1887, Unknown,,
Olga Rozanova,1886,1886,Cubism,,1910-1916
Olga Rozanova,1886,1886, Cubo-Futurism,,
Olga Rozanova,1886,1886, Naïve Art (Primitivism),,
Olga Rozanova,1886,1886, Suprematism,,
Olga Rozanova,1886,1886, Unknown,,
Oscar Dominguez,1906,1906,Cubism,,1941-1951
Oscar Dominguez,1906,1906, Surrealism,,
Oscar Dominguez,1906,1906, Unknown,,
Patrick Henry Bruce,1881,1881,Cubism,13,1912-1932
Paul Ackerman,1908,1908,Cubism,,1949-1965
Paul Ackerman,1908,1908, Expressionism,,
Paul Cezanne,1839,1839,Cubism,,1894-1906
Paul Cezanne,1839,1839, Impressionism,,
Paul Cezanne,1839,1839, Post-Impressionism,,
Paul Cezanne,1839,1839, Romanticism,,
Paul Cezanne,1839,1839, Unknown,,
Piet Mondrian,1872,1872,Cubism,,1911-1913
Piet Mondrian,1872,1872, Fauvism,,
Piet Mondrian,1872,1872, Impressionism,,
Piet Mondrian,1872,1872, Neo-Impressionism,,
Piet Mondrian,1872,1872, Neoplasticism,,
Piet Mondrian,1872,1872, Post-Impressionism,,
Piet Mondrian,1872,1872, Unknown,,
Rafael Zabaleta,1907,1907,Cubism,,1952-1958
Rafael Zabaleta,1907,1907, Expressionism,,
Rafael Zabaleta,1907,1907, Post-Impressionism,,
Rafael Zabaleta,1907,1907, Surrealism,,
Raoul Dufy,1877,1877,Cubism,,1908-1922
Raoul Dufy,1877,1877, Fauvism,,
Raoul Dufy,1877,1877, Impressionism,,
Raoul Dufy,1877,1877, Naïve Art (Primitivism),,
Raoul Dufy,1877,1877, Post-Impressionism,,
Robert Falk,1886,1886,Cubism,,1910-1916
Robert Falk,1886,1886, Expressionism,,
Robert Falk,1886,1886, Impressionism,,
Robert Falk,1886,1886, Unknown,,
Roger de La Fresnaye,1885,1885,Cubism,,1910-1913
Roger de La Fresnaye,1885,1885, Expressionism,,
Roger de La Fresnaye,1885,1885, Symbolism,,
Rufino Tamayo,1899,1899,Cubism,,1931-1955
Rufino Tamayo,1899,1899, Expressionism,,
Rufino Tamayo,1899,1899, Muralism,,
Rufino Tamayo,1899,1899, Surrealism,,
Sa Nogueira,1921,1921,Cubism,,1961-1961
Sa Nogueira,1921,1921, Cubo-Expressionism,,
Sa Nogueira,1921,1921, Expressionism,,
Sa Nogueira,1921,1921, Fauvism,,
Sa Nogueira,1921,1921, Modernismo,,
Sa Nogueira,1921,1921, Neo-Expressionism,,
Sa Nogueira,1921,1921, Pop Art,,
Sa Nogueira,1921,1921, Unknown,,
Stanley Pinker,1924,1924,Cubism,,1957-1976
Stanley Pinker,1924,1924, Dada,,
Stanley Pinker,1924,1924, Expressionism,,
Stanley Pinker,1924,1924, Fauvism,,
Stanley Pinker,1924,1924, Pop Art,,
Stanley Pinker,1924,1924, Surrealism,,
Tarsila do Amaral,1886,1886,Cubism,,1924-1924
Tarsila do Amaral,1886,1886, Naïve Art (Primitivism),,
Tarsila do Amaral,1886,1886, Post-Impressionism,,
Tarsila do Amaral,1886,1886, Social Realism,,
Tarsila do Amaral,1886,1886, Surrealism,,
Umberto Boccioni,1882,1882,Cubism,,1911-1911
Umberto Boccioni,1882,1882, Divisionism,,
Umberto Boccioni,1882,1882, Expressionism,,
Umberto Boccioni,1882,1882, Futurism,,
Umberto Boccioni,1882,1882, Impressionism,,
Umberto Boccioni,1882,1882, Pointillism,,
Umberto Boccioni,1882,1882, Post-Impressionism,,
Umberto Boccioni,1882,1882, Realism,,
Umberto Boccioni,1882,1882, Unknown,,
Vajda Lajos,1908,1908,Cubism,,1929-1937
Vajda Lajos,1908,1908, Expressionism,,
Vajda Lajos,1908,1908, Naïve Art (Primitivism),,
Vajda Lajos,1908,1908, Surrealism,,
Vajda Lajos,1908,1908, Unknown,,
Vasyl Sedlyar,1899,1899,Cubism,,1920-1929
Vasyl Sedlyar,1899,1899, Expressionism,,
Vicente Manansala,1910,1910,Cubism,22,1949-1981
Vilhelm Lundstrom,1893,1893,Cubism,10,1918-1941
Wifredo Lam,1902,1902,Cubism,,1938-1944
Wifredo Lam,1902,1902, Surrealism,,
Wojciech Fangor,1922,1922,Cubism,,1946-1955
Wojciech Fangor,1922,1922, Expressionism,,
Wojciech Fangor,1922,1922, Neo-Expressionism,,
Wojciech Fangor,1922,1922, Op Art,,
Wojciech Fangor,1922,1922, Socialist Realism,,
Wyndham Lewis,1882,1882,Cubism,,1912-1937
Wyndham Lewis,1882,1882, Expressionism,,
Wyndham Lewis,1882,1882, Futurism,,
Wyndham Lewis,1882,1882, Metaphysical art,,
Wyndham Lewis,1882,1882, Social Realism,,
Yasuo Kuniyoshi,1889,1889,Cubism,,
Yasuo Kuniyoshi,1889,1889, Divisionism,,
Yasuo Kuniyoshi,1889,1889, Expressionism,,
Yasuo Kuniyoshi,1889,1889, Surrealism,,
George Pemba,1912,1912,Cubo-Expressionism,,1961-1961
George Pemba,1912,1912, Expressionism,,
George Pemba,1912,1912, Impressionism,,
George Pemba,1912,1912, Realism,,
George Pemba,1912,1912, Shin-hanga,,
George Pemba,1912,1912, Social Realism,,
Iosif Iser,1881,1881,Cubo-Expressionism,,1939-1939
Iosif Iser,1881,1881, Expressionism,,
Iosif Iser,1881,1881, Impressionism,,
Iosif Iser,1881,1881, Orientalism,,
Iosif Iser,1881,1881, Realism,,
Renato Guttuso,1911,1911,Cubo-Expressionism,,1948-1948
Renato Guttuso,1911,1911, Expressionism,,
Renato Guttuso,1911,1911, Pop Art,,
Renato Guttuso,1911,1911, Social Realism,,
Oleksandr Bogomazov,1880,1880,Cubo-Futurism,,1915-1916
Oleksandr Bogomazov,1880,1880, Impressionism,,
Oleksandr Bogomazov,1880,1880, Post-Impressionism,,
Oleksandr Bogomazov,1880,1880, Spectralism,,
Vladimir Bonacic,1938,1938,Cyber Art,12,1969-1977
Georges Hugnet,1904,1904,Dada,,1934-1969
Georges Hugnet,1904,1904, Surrealism,,
Hannah Hoch,1889,1889,Dada,13,1919-1969
Kurt Schwitters,1887,1887,Dada,,1919-1947
Kurt Schwitters,1887,1887, Expressionism,,
Suzanne Duchamp,1889,1889,Dada,,1919-1921
Suzanne Duchamp,1889,1889, Expressionism,,
Francisc Sirato,1877,1877,Divisionism,,1930-1930
Francisc Sirato,1877,1877, Impressionism,,
Francisc Sirato,1877,1877, Orientalism,,
Francisc Sirato,1877,1877, Post-Impressionism,,
Giovanni Segantini,1858,1858,Divisionism,,1879-1899
Giovanni Segantini,1858,1858, Impressionism,,
Giovanni Segantini,1858,1858, Neo-Impressionism,,
Giovanni Segantini,1858,1858, Realism,,
Giovanni Segantini,1858,1858, Social Realism,,
Giovanni Segantini,1858,1858, Symbolism,,
Henri Martin,1860,1860,Divisionism,,1884-1923
Henri Martin,1860,1860, Impressionism,,
Henri Martin,1860,1860, Pointillism,,
Henri Martin,1860,1860, Post-Impressionism,,
Henri Martin,1860,1860, Symbolism,,
Tranquillo Cremona,1837,1837,Divisionism,,
Tranquillo Cremona,1837,1837, Romanticism,,
Willy Schlobach,1864,1864,Divisionism,,
Willy Schlobach,1864,1864, Impressionism,,
Willy Schlobach,1864,1864, Neo-Impressionism,,
Willy Schlobach,1864,1864, Realism,,
Willy Schlobach,1864,1864, Symbolism,,
Eugène Atget,1857,1857,Documentary photography,,
Gherasim Luca,1913,1913,Documentary photography,,
Gherasim Luca,1913,1913, Surrealism,,
Francis Bacon,1909,1909, Expressionism,,
Karl Blossfeldt,1865,1865,Documentary photography,,
Edward Burne-Jones,1833,1833,Early Christian,,
Edward Burne-Jones,1833,1833, Renaissance,,
Edward Burne-Jones,1833,1833, Romanticism,,
Edward Burne-Jones,1833,1833, Symbolism,,
Edward Burne-Jones,1833,1833, Unknown,,
Ambrogio Bergognone,1453,1453,Early Renaissance,,
Ambrogio Bergognone,1453,1453, High Renaissance,,
Andrea Mantegna,1431,1431,Early Renaissance,,1448-1506
Andrea Mantegna,1431,1431, High Renaissance,,
Andrea Mantegna,1431,1431, Unknown,,
Andrea del Castagno,1420,1420,Early Renaissance,,1450-1450
Andrea del Castagno,1420,1420, Unknown,,
Andrea del Verrocchio,1435,1435,Early Renaissance,,1465-1488
Andrea del Verrocchio,1435,1435, Unknown,,
Antonello da Messina,1430,1430,Early Renaissance,,1465-1476
Antonello da Messina,1430,1430, Unknown,,
Antoniazzo Romano,1430,1430,Early Renaissance,,
Antonio del Pollaiolo,1429,1429,Early Renaissance,,
Antonio del Pollaiolo,1429,1429, High Renaissance,,
Benozzo Gozzoli,1420,1420,Early Renaissance,145,1438-1497
Carlo Crivelli,1430,1430,Early Renaissance,90,1460-1493
Carlo Crivelli,1430,1430, Unknown,,
Desiderio da Settignano,1430,1430,Early Renaissance,,
Domenico Ghirlandaio,1448,1448,Early Renaissance,,1470-1494
Domenico Ghirlandaio,1448,1448, Unknown,,
Domenico Veneziano,1410,1410,Early Renaissance,,1410-1454
Domenico Veneziano,1410,1410, Unknown,,
Donatello,1386,1386,Early Renaissance,12,1408-1460
Donatello,1386,1386, Unknown,,
Filippino Lippi,1457,1457,Early Renaissance,,
Filippino Lippi,1457,1457, High Renaissance,,
Filippo Brunelleschi,1377,1377,Early Renaissance,9,
Filippo Lippi,1406,1406,Early Renaissance,,1430-1469
Filippo Lippi,1406,1406, Unknown,,
Fra Angelico,1390,1390,Early Renaissance,,1410-1455
Fra Angelico,1390,1390, Unknown,,
Francesco Botticini,1446,1446,Early Renaissance,,
Francesco del Cossa,1435,1435,Early Renaissance,95,1460-1474
Gentile Bellini,1429,1429,Early Renaissance,,
Gentile Bellini,1429,1429, High Renaissance,,
Gentile Bellini,1429,1429, Orientalism,,
Gentile Bellini,1429,1429, Unknown,,
Giovanni Bellini,1430,1430,Early Renaissance,,1450-1500
Giovanni Bellini,1430,1430, High Renaissance,,
Giovanni Bellini,1430,1430, Orientalism,,
Giovanni Bellini,1430,1430, Unknown,,
Jacopo Bellini,1400,1400,Early Renaissance,39,1430-1470
Leonardo da Vinci,1452,1452,Early Renaissance,,1485-1485
Leonardo da Vinci,1452,1452, High Renaissance,,
Leonardo da Vinci,1452,1452, Unknown,,
Lorenzo Ghiberti,1378,1378,Early Renaissance,,
Lorenzo Monaco,1370,1370,Early Renaissance,,1404-1425
Luca Signorelli,1450,1450,Early Renaissance,,1470-1519
Luca Signorelli,1450,1450, High Renaissance,,
Luca Signorelli,1450,1450, Unknown,,
Masaccio,1401,1401,Early Renaissance,,1420-1428
Masaccio,1401,1401, Unknown,,
Paolo Uccello,1397,1397,Early Renaissance,,1420-1470
Paolo Uccello,1397,1397, Unknown,,
Piero della Francesca,1415,1415,Early Renaissance,,1444-1483
Piero della Francesca,1415,1415, Unknown,,
Piero di Cosimo,1462,1462,Early Renaissance,,
Piero di Cosimo,1462,1462, High Renaissance,,
Piero di Cosimo,1462,1462, Unknown,,
Pietro Perugino,1448,1448,Early Renaissance,,1470-1523
Pietro Perugino,1448,1448, High Renaissance,,
Pietro Perugino,1448,1448, Unknown,,
Pinturicchio,1974,1974,Early Renaissance,,1471-1486
Pinturicchio,1974,1974, High Renaissance,,
Pinturicchio,1974,1974, Unknown,,
Pisanello,1395,1395,Early Renaissance,,1420-1449
Pisanello,1395,1395, International Gothic,,
Pisanello,1395,1395, Unknown,,
Sandro Botticelli,1445,1445,Early Renaissance,,1465-1510
Sandro Botticelli,1445,1445, Renaissance,,
Sandro Botticelli,1445,1445, Unknown,,
Alberto Carneiro,1937,1937,Environmental (Land) Art,12,1968-2004
Alice Aycock,1946,1946,Environmental (Land) Art,,1972-2007
Alice Aycock,1946,1946, Post-Minimalism,,
Franz Erhard Walther,1939,1939,Environmental (Land) Art,,1975-1975
Franz Erhard Walther,1939,1939, Neo-Dada,,
Franz Erhard Walther,1939,1939, Post-Minimalism,,
George Segal,1934,1934,Environmental (Land) Art,,1962-1999
George Segal,1934,1934, Expressionism,,
George Segal,1934,1934, Pop Art,,
James Turrell,1943,1943,Environmental (Land) Art,,1974-2013
James Turrell,1943,1943, Light and Space,,
James Turrell,1943,1943, Minimalism,,
Karl Prantl,1923,1923,Environmental (Land) Art,10,1965-2006
Michael Heizer,1944,1944,Environmental (Land) Art,,1969-2012
Michael Heizer,1944,1944, Minimalism,,
Michael Heizer,1944,1944, Unknown,,
Nancy Holt,1938,1938,Environmental (Land) Art,5,1977-2008
Nobuo Sekine,1942,1942,Environmental (Land) Art,,1968-1968
Nobuo Sekine,1942,1942, Minimalism,,
Nobuo Sekine,1942,1942, Post-Minimalism,,
Richard Long,1927,1927,Environmental (Land) Art,,1966-1992
Richard Long,1927,1927, Post-Minimalism,,
Robert Smithson,1938,1938,Environmental (Land) Art,,1969-1971
Robert Smithson,1938,1938, Minimalism,,
Bram Bogart,1921,1921,Excessivism,4,1961-1983
Bram Bogart,1921,1921, Unknown,,
Francis Bacon,1909,1909,Excessivism,,
Francis Bacon,1909,1909, Unknown,,
Frank Auerbach,1931,1931,Excessivism,,
Frank Auerbach,1931,1931, Expressionism,,
Germaine Richier,1902,1902,Existential Art,19,1946-1959
Albert Bloch,1882,1882,Expressionism,,
Albert Bloch,1882,1882, Symbolism,,
Albert Huie,1920,1920,Expressionism,,
Albert Huie,1920,1920, Muralism,,
Albert Huie,1920,1920, Post-Impressionism,,
Albert Tucker,1914,1914,Expressionism,4,1943-1973
Alberto Giacometti,1901,1901,Expressionism,,1951-1965
Alberto Giacometti,1901,1901, Surrealism,,
Alberto Giacometti,1901,1901, Unknown,,
Alberto da Veiga Guignard,1896,1896,Expressionism,,
Alberto da Veiga Guignard,1896,1896, Surrealism,,
Aldo Locatelli,1915,1915,Expressionism,,
Aldo Mondino,1938,1938,Expressionism,,1960-1966
Aldo Mondino,1938,1938, Pop Art,,
Alexandre Jacovleff,1887,1887,Expressionism,,1915-1938
Alexandre Jacovleff,1887,1887, Japonism,,
Alexandre Jacovleff,1887,1887, Neoclassicism,,
Alfredo Volpi,1896,1896,Expressionism,,
Alfredo Volpi,1896,1896, Naïve Art (Primitivism),,
Alice Neel,1900,1900,Expressionism,21,1928-1978
Alice Neel,1900,1900, Unknown,,
Alina Szapocznikow,1926,1926,Expressionism,,
Alina Szapocznikow,1926,1926, Nouveau Réalisme,,
Alina Szapocznikow,1926,1926, Pop Art,,
Alina Szapocznikow,1926,1926, Socialist Realism,,
Alina Szapocznikow,1926,1926, Surrealism,,
Amedeo Modigliani,1884,1884,Expressionism,353,1911-1919
Amedeo Modigliani,1884,1884, Unknown,,
Anatoli Papian,1924,1924,Expressionism,4,1957-1999
Andrzej Wróblewski,1927,1927,Expressionism,,1948-1956
Andrzej Wróblewski,1927,1927, Socialist Realism,,
Andrzej Wróblewski,1927,1927, Surrealism,,
Antonietta Raphael,1895,1895,Expressionism,26,1928-1970
Antonio Carneiro,1872,1872,Expressionism,,1899-1916
Antonio Carneiro,1872,1872, Impressionism,,
Antonio Carneiro,1872,1872, Realism,,
Antonio Carneiro,1872,1872, Symbolism,,
Ara Bekaryan,1913,1913,Expressionism,,1960-1960
Ara Bekaryan,1913,1913, Realism,,
Armand Henrion,1875,1875,Expressionism,16,
Arno Breker,1900,1900,Expressionism,,1927-1978
Arno Breker,1900,1900, Neoclassicism,,
Arno Breker,1900,1900, Unknown,,
Arturo Souto,1902,1902,Expressionism,,1929-1964
Arturo Souto,1902,1902, Metaphysical art,,
Arturo Souto,1902,1902, Modernismo,,
Arturo Souto,1902,1902, Post-Impressionism,,
August Macke,1887,1887,Expressionism,,1903-1914
August Macke,1887,1887, Fauvism,,
August Macke,1887,1887, Orphism,,
August Macke,1887,1887, Unknown,,
Babken Kolozyan,1909,1909,Expressionism,5,1965-1965
Bahman Mohasses,1931,1931,Expressionism,,
Bahman Mohasses,1931,1931, Neo-Pop Art,,
Bahman Mohasses,1931,1931, Unknown,,
Balthus,1908,1908,Expressionism,,1926-1994
Balthus,1908,1908, Japonism,,
Balthus,1908,1908, Magic Realism,,
Balthus,1908,1908, Metaphysical art,,
Balthus,1908,1908, Realism,,
Balthus,1908,1908, Surrealism,,
Barrington Watson,1931,1931,Expressionism,,1966-1966
Barrington Watson,1931,1931, Social Realism,,
Bela Czobel,1883,1883,Expressionism,,1918-1968
Bela Czobel,1883,1883, Fauvism,,
Bela Czobel,1883,1883, Impressionism,,
Bela Czobel,1883,1883, Post-Impressionism,,
Bela Czobel,1883,1883, Unknown,,
Ben Shahn,1898,1898,Expressionism,,
Ben Shahn,1898,1898, Social Realism,,
Ben Shahn,1898,1898, Surrealism,,
Benny Andrews,1930,1930,Expressionism,,1961-2005
Benny Andrews,1930,1930, Figurative Expressionism,,
Benny Andrews,1930,1930, Surrealism,,
Benny Andrews,1930,1930, Unknown,,
Bernard Buffet,1928,1928,Expressionism,,1947-1999
Bernard Buffet,1928,1928, Miserablism,,
Boris Grigoriev,1886,1886,Expressionism,,1912-1938
Boris Grigoriev,1886,1886, Neoclassicism,,
Boris Grigoriev,1886,1886, Unknown,,
Botong Francisco,1912,1912,Expressionism,,
Botong Francisco,1912,1912, Social Realism,,
Bruno Schulz,1890,1890,Expressionism,30,1916-1937
Carlos Alonso,1929,1929,Expressionism,,1965-2006
Carlos Alonso,1929,1929, New Realism,,
Carlos Alonso,1929,1929, Social Realism,,
Carlos Botelho,1899,1899,Expressionism,19,1929-1969
Carlos Orozco Romero,1896,1896,Expressionism,,1929-1939
Carlos Orozco Romero,1896,1896, Magic Realism,,
Carlos Orozco Romero,1896,1896, Social Realism,,
Carlos Orozco Romero,1896,1896, Surrealism,,
Chaim Soutine,1893,1893,Expressionism,98,1915-1942
Chaim Soutine,1893,1893, Unknown,,
Charles Cottet,1863,1863,Expressionism,,1893-1897
Charles Cottet,1863,1863, Post-Impressionism,,
Charles Cottet,1863,1863, Unknown,,
Charles Demuth,1883,1883,Expressionism,,1914-1929
Charles Demuth,1883,1883, Precisionism,,
Charles Demuth,1883,1883, Realism,,
Charles Demuth,1883,1883, Unknown,,
Charles Maurin,1874,1874,Expressionism,,1893-1893
Charles Maurin,1874,1874, Japonism,,
