artist_name,birth_year,birth_year_key,place_name
Michael Ancher,1849,1849,Bornholm
Sebald Beham,1500,1500,Nuremberg
Karl Friedrich Schinkel,1781,1781,Neuruppin
Walker Evans,1903,1903,St. Louis
Roger Fenton,1819,1819,Heywood
Jang Seung-eop,1843,1843,Korea
Takeuchi Seihō,1864,1864,Kyoto
Abraham Bloemaert,1565,1565,Gorinchem
Jeong Seon,1676,1676,Unknown
Katsukawa Shunshō,1726,1726,Edo
Felice Beato,1832,1832,Venice
Francis Frith,1822,1822,Chesterfield
Xu Bing,1955,1955,Chongqing
Mathew Brady,1822,1822,New York
Alessandro Mendini,1931,1931,Milan
Dong Qichang,1555,1555,Songjiang
Henry Fox Talbot,1800,1800,Dorset
Thomas Rowlandson,1757,1757,Old Jewry
Kawanabe Kyōsai,1831,1831,Koga
Douglas Coupland,1961,1961,Rheinmünster
Bertel Thorvaldsen,1770,1770,Copenhagen
L. S. Lowry,1887,1887,Stretford
Edward Hopper,1882,1882,Nyack
Gordon Parks,1912,1912,Fort Scott
Yue Minjun,1962,1962,Daqing
Yoshitoshi,1839,1839,Edo
Henri Rousseau,1844,1844,Laval
Zhang Daqian,1899,1899,Neijiang
JR,1943,1943,Askvoll
Kunisada,1786,1786,Edo
Eadweard Muybridge,1830,1830,Kingston upon Thames
Wen Zhengming,1470,1470,Suzhou
Hiroshige,1797,1797,Edo
James Abbott McNeill Whistler,1834,1834,Lowell
Paolo Veronese,1528,1528,Verona
Shepard Fairey,1970,1970,Charleston
Osamu Tezuka,1928,1928,Toyonaka
Jean-Baptiste-Camille Corot,1796,1796,Paris
Tintoretto,1519,1519,Venice
Hokusai,1760,1760,Edo
Giorgio Vasari,1511,1511,Arezzo
Nic Aluf,1884,1884,Unknown
Frank Henry Mason,1875,1875,Seaton Carew
Bon,1925,1925,Villers-sur-Authie
Kobayashi Eitaku,1843,1843,Nihonbashi
Utagawa Hiroshige II,1826,1826,Unknown
Jacopo Amigoni,1682,1682,Venice
Torii Kiyonobu I,1664,1664,Osaka
Utagawa Toyokuni I,1769,1769,Unknown
Jean-Baptiste Joseph Pater,1695,1695,Unknown
Antonio Balestra,1666,1666,Verona
Donato Creti,1671,1671,Cremona
Richard Cooper II,1740,1740,Edinburgh
Paul Troger,1698,1698,Welsberg-Taisten
John Bell,1997,1997,Paisley
Louis Carrogis,1717,1717,Paris
Giuseppe Filippo Liberati Marchi,1735,1735,Rome
Jean Moyreau,1690,1690,Orléans
Jean Massard,1740,1740,Bellême
Giuseppe Bazzani,1690,1690,Mantua
Andrea Locatelli,1695,1695,Rome
James Wilson Morrice,1865,1865,Montreal
Henri Lebasque,1865,1865,Champigné
Marino Tartaglia,1894,1894,Zagreb
Tivadar Csontváry Kosztka,1853,1853,Sabinov
Paule Gobillard,1867,1867,Quimperlé
Richard Ranft,1862,1862,Plainpalais
Frank Bramley,1857,1857,Sibsey
Henri Edmond Cross,1856,1856,Douai
Théophile Alexandre Steinlen,1859,1859,Lausanne
Albert Besnard,1926,1926,Toulouse
Charles Thévenin,1764,1764,Paris
Gakutei,1722,1722,Nagasaki
Samuel Blyth,1783,1783,Unknown
Ignazio Pio Vittoriano Campana,1744,1744,Turin
Penelope Carwardine,1730,1730,Unknown
Charles Hénard,1756,1756,Bourg-en-Bresse
James Nixon,1741,1741,Unknown
Rosalie Filleul,1752,1752,Paris
John Smart,1741,1741,Norfolk
Joseph Wagner,1706,1706,Gestratz
Jean-Pierre-Xavier Bidauld,1745,1745,Carpentras
Jacques de Lajoue,1686,1686,Paris
Giovanni Girolamo Frezza,1659,1659,Tivoli
Carl Moll,1861,1861,Vienna
Arthur Frank Mathews,1860,1860,Wisconsin
Margaret Macdonald Mackintosh,1864,1864,Tipton
Franz von Stuck,1863,1863,Tettenweis
Anton Losenko,1737,1737,Hlukhiv
Luigi Agricola,1750,1750,Rome
Joseph-Benoît Suvée,1743,1743,Bruges
Hermann Ernst Freund,1786,1786,Uthlede
Jens Adolf Jerichau,1816,1816,Assens
Giovanni Pisani,1248,1248,Pisa
Joshua Cristall,1767,1767,Camborne
Giovanni Maria Benzoni,1809,1809,Songavazzo
Robert Lefèvre,1755,1755,Bayeux
Ernst Zacharias Platner,1773,1773,Leipzig
Martin Drolling,1752,1752,Oberhergheim
Walter Richard Sickert,1860,1860,Munich
Alfredo Müller,1869,1869,Livorno
Hermann-Paul,1864,1864,7th arrondissement of Paris
Vincenzo Foppa,1400,1400,Brescia
Ambrogio da Fossano Bergognone,1453,1453,Fossano
Michelangelo Buonarroti,1475,1475,Caprese Michelangelo
Agostino di Duccio,1418,1418,Florence
Giovanni Ambrogio de Predis,1455,1455,Milan
Maso Finiguerra,1426,1426,Florence
Jacopo Palma il Giovane,1550,1550,Unknown
Luca Cambiaso,1527,1527,Moneglia
Ambrogio Brambilla,1600,1600,Milan
Biagio d'Antonio,1446,1446,Florence
Marco Pino,1521,1521,Costalpino
Giuseppe Nicolo Vicentino,1525,1525,Unknown
Baldassare Peruzzi,1481,1481,Siena
Biagio Pupini,1450,1450,Bologna
Hashiguchi Goyo,1880,1880,Kagoshima
Alexander Dick,1845,1845,Koblenz
Claude Bornet,1733,1733,Paris
Samuel Alken,1756,1756,London
John Ellys,1701,1701,London
Domenico Antonio Vaccaro,1678,1678,Naples
Anthony Highmore,1719,1719,London
Pierre Ranson,1736,1736,Paris
Johann Jakob Schübler,1689,1689,Nuremberg
Pompeo Girolamo Batoni,1708,1708,Lucca
Mikoláš Aleš,1852,1852,Mirotice
Max Švabinský,1873,1873,Kroměříž
Friedrich Goldscheider,1845,1845,Slabce
Frida Hansen,1855,1855,Hillevåg
Boris Kustodiyev,1878,1878,Astrakhan
George Auriol,1863,1863,Beauvais
Osmar Schindler,1867,1867,Burkhardtsdorf
Emil Orlik,1870,1870,Prague
Carlo Zen,1851,1851,Verona
Friedrich Overbeck,1789,1789,Lübeck
Henry Barraud,1811,1811,London
Jean-Auguste-Dominique Ingres,1780,1780,Montauban
Jean Pezous,1815,1815,Toulon
Thomas Woolnoth,1785,1785,London
Samuel Woodforde,1763,1763,Unknown
Salomon Gessner,1730,1730,Zürich
Innocente Alessandri,1740,1740,Unknown
Luigi Ademollo,1764,1764,Milan
Giuseppe Longhi,1766,1766,Monza
Leonidas Drosis,1836,1836,Nauplion
William Tasker,1808,1808,London
Adam Buck,1759,1759,Cork
William Ashford,1746,1746,Birmingham
Thomas Kirby Van Zandt,1814,1814,Unknown
Angelika Kauffmann,1741,1741,Chur
Salomon-Guillaume Counis,1785,1785,Geneva
Giuseppe Quaglio,1747,1747,Laino
Henry Calvert,1798,1798,Darlton
Joseph Francis Gilbert,1792,1792,Unknown
Thomas Holloway,1748,1748,London
Samuel F.B. Morse,1791,1791,Charlestown
Philipp Ferdinand de Hamilton,1664,1664,City of Brussels
Jodocus Sebastiaen van den Abeele,1797,1797,Ghent
John White Abbott,1763,1763,Exeter
Francis Swain Ward,1734,1734,London
José del Castillo,1737,1737,Madrid
John Taylor of Bath,1735,1735,Philadelphia
Richard Heintz,1871,1871,Herstal
Charles Prendergast,1863,1863,St. John's
Louis Abel-Truchet,1857,1857,Versailles
Paul Fordyce Maitland,1863,1863,Unknown
Fra Bartolommeo,1472,1472,Prato
Giuseppe Porta,1520,1520,Castelnuovo di Garfagnana
Cornelis Cort,1533,1533,Hoorn
Bartolomeo Montagna,1450,1450,Orzinuovi
Cosmè Tura,1430,1430,Ferrara
Francesco Marmitta,1457,1457,Parma
Cristoforo di Geremia,1410,1410,Mantua
Andrea Briosco,1470,1470,Unknown
Nicolò Boldrini,1500,1500,Vicenza
Francesco di Simone Ferrucci,1437,1437,Fiesole
Vincenzo Danti,1530,1530,Perugia
Giuliano Bugiardini,1475,1475,Florence
Vincenzo Tamagni,1492,1492,San Gimignano
Altobello Melone,1491,1491,Cremona
Giovanni Francesco Rustici,1474,1474,Florence
Hashimoto Sadahide,1807,1807,Fusa
Watanabe Nobukazu,1872,1872,Unknown
Charles Hayter,1761,1761,London
Michiel van Huysum,1703,1703,Amsterdam
Jean Lamour,1907,1907,Unknown
John Theodore Heins,1697,1697,Germany
Norbert Grund,1717,1717,Prague
Francesco Salvator Fontebasso,1707,1707,Unknown
James Jefferys,1751,1751,Maidstone
Edward Haytley,1740,1740,Unknown
Alexander Archipenko,1887,1887,Kyiv
Olga Sacharoff,1881,1881,Tbilisi
Charles-Nicolas Dodin,1734,1734,Versailles
William H. Craft,1733,1733,Unknown
Nicolas Lavreince,1737,1737,Parish of St Gertrud of Germany
Pablo Curatella Manes,1891,1891,La Plata
André Mare,1885,1885,Argentan
Bernardino Ludovisi,1694,1694,Rome
Morton Livingston Schamberg,1881,1881,Philadelphia
Morris Kantor,1896,1896,Minsk
Jean Romilly,1714,1714,Geneva
Voldemārs Tone,1892,1892,Dobele Municipality
Ferdinand Hart Nibbrig,1866,1866,Amsterdam
Hans Leonard Schäufelein,1480,1480,Nuremberg
Jan Sadeler I,1550,1550,City of Brussels
Adriaen Thomasz Key,1544,1544,Antwerp
Antony van der Does,1609,1609,Antwerp
Niklaus Manuel,1484,1484,Bern
Hans Schäufelein,1480,1480,Unknown
Lucas Cranach,1472,1472,Kronach
William Henry Johnson,1892,1892,Winston-Salem
Thomas Wilmer Dewing,1851,1851,Boston
William Keith,1838,1838,Oldmeldrum
Dwight William Tryon,1849,1849,Hartford
Aaron Bohrod,1907,1907,Chicago
Johannes van Doetechum,1530,1530,Deventer
Bernard Blommers,1845,1845,The Hague
Johannes Hubertus Leonardus de Haas,1832,1832,Hedel
Johann Heinrich Fuseli,1741,1741,Zürich
Théophile de Bock,1851,1851,The Hague
Quentin Metsys,1465,1465,Leuven
Jan de Molder,1500,1500,Unknown
Dirck Jacobsz. Vellert,1480,1480,Amsterdam
Sir Anthony van Dyck,1599,1599,Unknown
Schelte Adams Bolswert,1586,1586,Bolsward
Jacobus Neeffs,1610,1610,Antwerp
Franz Pforr,1788,1788,Frankfurt
Wilhelm von Schadow,1788,1788,Berlin
Theodor Rehbenitz,1791,1791,Borstel
Karl Nordström,1855,1855,Q10678566
Jeanne Rij-Rousseau,1870,1870,Candé
Sanford Roth,1906,1906,Unknown
Sassetta,1392,1392,Siena
Viktor Schreckengost,1906,1906,Sebring
Ray Eames,1912,1912,Sacramento
Taddeo Gaddi,1300,1300,Florence
Alexei Jawlensky,1864,1864,Torzhok
Vassily Kandinsky,1866,1866,Moscow
Lucien den Arend,1943,1943,Dordrecht
Robert Graham,1943,1943,Oklahoma City
Anthony Quinn,1915,1915,Chihuahua City
Phil Roberts,1950,1950,Cardiff
Ned Kahn,2000,2000,Connecticut
Dustin Yellin,1975,1975,Los Angeles
Eloy Torrez,1954,1954,Unknown
Bruce Stillman,1953,1953,Melbourne
Nicolò dell'Abate,1509,1509,Modena
Cagnacci,1601,1601,Santarcangelo di Romagna
Guido Cagnacci,1601,1601,Unknown
Ferdinand Mulnier,1817,1817,Nantes
Ransome Gillett Holdridge,1836,1836,San Francisco
Johan Barthold Jongkind,1819,1819,Lattrop
Charles François Daubigny,1817,1817,Unknown
François Antoine Léon Fleury,1804,1804,Paris
Josep Berga i Boix,1837,1837,La Vall d'en Bas
Pierre Etienne Théodore Rousseau,1812,1812,Unknown
Edwin Forbes,1839,1839,New York City
Jerome Myers,1867,1867,Petersburg
Arthur B. Davies,1862,1862,Utica
George Benjamin Luks,1867,1867,Williamsport
Augusto Rendón,1933,1933,Medellín
William J. Glackens,1870,1870,Unknown
Thomas Cowperthwait Eakins,1844,1844,Philadelphia
Kawase Hasui,1883,1883,Shiba-ku
Yoshida Hiroshi,1876,1876,Kurume
Tankei,1173,1173,Unknown
Tsuchiya Kōitsu,1870,1870,Sunpu Domain
François Quesnel,1542,1542,Edinburgh
Abastenia St. Leger Eberle,1878,1878,Webster City
Pietro Paolini,1603,1603,Lucca
Gerard Seghers,1591,1591,Antwerp
Joan de Joanes,1505,1505,Valencia
Domenico di Michelino,1417,1417,Florence
Pietro Torrigiano,1472,1472,Florence
Jacopo Chimenti,1551,1551,Florence
Baccio Bandinelli,1493,1493,Unknown
Léon Trousset,1838,1838,France
Platt Powell Ryder,1821,1821,Brooklyn
Matthias Stomer,1590,1590,Amersfoort
Laura Muntz Lyall,1860,1860,Warwickshire
Arthur Clifton Goodwin,1864,1864,Portsmouth
Willard Leroy Metcalf,1858,1858,Lowell
Charles W. Hawthorne,1872,1872,Clark Center
Benson,1909,1909,Trull
Robert William Vonnoh,1858,1858,Unknown
Larry Rivers,1923,1923,New York City
Paul Cadmus,1904,1904,New York City
Thomas Doughty,1793,1793,Philadelphia
Julian O. Davidson,1853,1853,Cumberland
John Williamson,1826,1826,Tollcross
George Herbert McCord,1848,1848,New York City
George Inness (1825-1894),1825,1825,Newburgh
John Francis Murphy,1853,1853,Oswego
Hayley Lever,1876,1876,Adelaide
Sam Taylor-Johnson,1967,1967,Croydon
Christine Borland,1965,1965,Darvel
Mark Wallinger,1959,1959,Chigwell
Michael Nyman,1944,1944,Stratford
Angus Fairhurst,1966,1966,Pembury
Gavin Turk,1967,1967,Guildford
Morris,1923,1923,Kortrijk
Arthur Mathews,1860,1860,Unknown
Russell Lee,1903,1903,Ottawa
Gely Korzhev,1925,1925,Moscow
Stevan Dohanos,1907,1907,Lorain
Malvin Gray Johnson,1896,1896,Greensboro
James Van Der Zee,1886,1886,Lenox
William Artis,1914,1914,Washington
William Zorach,1887,1887,Jurbarkas
Paul Strand,1890,1890,New York City
Joseph Fleck,1892,1892,Vienna
Albert Paley,1944,1944,Philadelphia
Oscar Bluemner,1867,1867,Prenzlau
Russel Wright,1904,1904,Lebanon
Christian Skredsvig,1854,1854,Modum Municipality
Piper,1867,1867,United States of America
Giovanni di Paolo di Grazia,1403,1403,Unknown
Pietro di Giovanni d'Ambrogio,1410,1410,Siena
John R. Chapin,1823,1823,Unknown
Dean Cornwell,1892,1892,Louisville
Alajos Stróbl,1856,1856,Liptovský Hrádok
Julien Dupré,1851,1851,Paris
Agapit Vallmitjana Barbany,1833,1833,Barcelona
Jozef Hanula,1863,1863,Liptovské Sliače
Viktor Olgyai,1870,1870,Spišská Nová Ves
Simon-Jacques Rochard,1788,1788,Paris
Septimus Power,1877,1877,Dunedin
Nathaniel Jocelyn,1796,1796,New Haven
Clément-Auguste Andrieux,1829,1829,former 2nd arrondissement of Paris
John Greenwood,1727,1727,Boston
Edgar Melville Ward,1849,1849,Unknown
James Carter Beard,1837,1837,Cincinnati
Thomas Anshutz,1851,1851,Newport
William Charles Ross,1794,1794,London
Pietro Annigoni,1910,1910,Milan
James Goodwyn Clonney,1812,1812,Liverpool
Robert Hills,1769,1769,Unknown
Franz Adam,1815,1815,Milan
L.A. Ring,1854,1854,Ring
Manuel Feliu de Lemus,1865,1865,Barcelona
Thomas Robert Way,1861,1861,London
Manuel Cusí i Ferret,1857,1857,Vilanova i la Geltrú
Jared Bradley Flagg,1820,1820,New Haven
Karl Stauffer-Bern,1857,1857,Trubschachen
Ivan Ivanovich Shishkin,1831,1831,Yelabuga
Henry Pember Smith,1854,1854,New London County
Edward Duncan,1803,1803,London
John Frederick Herring,1795,1795,London
John Boultbee,1753,1753,Derby
George Arnald,1763,1763,Berkshire
Gavriil Gorelov,1880,1880,Q4369424
Şeker Ahmed Pasha,1841,1841,Istanbul
Eugen Jettel,1845,1845,Janovice
Jerome Thompson,1814,1814,Middleborough
Joseph Farington,1747,1747,Leigh
James Millar,1735,1735,Unknown
Hendrik Frans de Cort,1742,1742,Antwerp
Richard Henry Park,1832,1832,Hebron
Frederick Richard Lee,1798,1798,Barnstaple
Peter Tillemans,1684,1684,Antwerp
Dean Wolstenholme Sr.,1757,1757,Yorkshire
Hilaire-Germain-Edgar Degas,1834,1834,Paris
Stephen Poyntz Denning,1795,1795,Unknown
Lawrence Gahagan,1735,1735,Unknown
Theodore Maurisset,1803,1803,Unknown
Jules Coignet,1798,1798,Paris
Edward Hodges Baily,1788,1788,Bristol
Michelangelo di Pietro Membrini,1460,1460,Italy
Michelangelo Anselmi,1492,1492,Lucca
Josep Triadó,1870,1870,Barcelona
Francisco de Cidón,1871,1871,Valencia
Jenő Farkasházy,1861,1861,Székesfehérvár
Maurice Dufrêne,1876,1876,Paris
Georges de Feure,1868,1868,Paris
Georg Jensen,1866,1866,Rådvad
John Scott Bradstreet,1845,1845,Unknown
János Vaszary,1867,1867,Kaposvár
Robert Burnard,1800,1800,Laneast
Ramón Bayeu y Subías,1744,1744,Zaragoza
Bartholomew Dandridge,1691,1691,London
William Taverner,1703,1703,Unknown
Anson Dickinson,1779,1779,Milton Center Historic District
Antoine Foullet,1710,1710,Unknown
Francesc Boix,1731,1731,Barcelona
Catherine Read,1723,1723,Unknown
Thomas Hickey,1741,1741,Dublin
Samuel Finley Breese Morse,1791,1791,Unknown
Edwin Long,1829,1829,Bath
Amedeo Preziosi,1816,1816,Malta
Philippe Caffieri,1714,1714,Paris
Paul Heermann,1673,1673,Weigmannsdorf
Stress,1977,1977,Tallinn
Katie Green,1987,1987,England
Dede,1990,1990,Tel Aviv
Colleen Stewart,1955,1955,Unknown
Borondo,1989,1989,Valladolid
Yours,1873,1873,Berchem
999,188,188,Lugdunum
KASE,1912,1912,Unknown
Stohead,1973,1973,Schwäbisch Hall
B,1892,1892,Atlanta
Shade,1987,1987,Turin
Sax,1845,1845,Javorník
Pejac,1977,1977,Unknown
Louis,1903,1903,Unknown
APC,1972,1972,Harvey
Skunk,1707,1707,Calais
Crisp,1950,1950,Unknown
Galeano,1958,1958,Medellín
Wari,1892,1892,Unknown
Spot,1987,1987,Unknown
Zest,1992,1992,Unknown
Sar,1955,1955,Buenos Aires
Waleska,1972,1972,Easton
Zevs,1977,1977,Saverne
Tom Tom,1877,1877,Claremont
MAL,1945,1945,Unknown
El Calvo,1101,1101,Unknown
André,1840,1840,Bourges
Bang,1909,1909,Uppsala
Aa,1935,1935,Tilburg
Astro,1957,1957,Birmingham
Ares,1995,1995,Oosterhout
Larry,1927,1927,Birmingham
Grom,1885,1885,Szczytno
Javier Calleja,1978,1978,Alcalá de Henares
Anuk,1966,1966,Zumaia
Manuel León,1987,1987,Guatemala City
Emmanuel Lafont,1945,1945,Paris
Keko,1963,1963,Madrid
Lee,1630,1630,Unknown
Judithe Hernandez,1948,1948,Los Angeles
Mark Goss,1964,1964,Unknown
Rodrigo Branco,1991,1991,Brazil
Manuel Cruz,1951,1951,Barcelona
Sara Conti,2000,2000,Alzano Lombardo
Alice Patrick,1948,1948,Los Angeles
Ash,1978,1978,Konin
Leo Politi,1908,1908,Fresno
Delia Gonzalez,1970,1970,Anthony
WK Interact,1969,1969,Unknown
Bramante Buffoni,1912,1912,Unknown
Kim West,1959,1959,Gloucester
John O. Wehrle,1941,1941,Unknown
Foxy,1992,1992,Luxembourg
Renee Gagnon,1978,1978,Grand-Mère
CT,1963,1963,Oslo
Tenente,1946,1946,Catanduva
David Flores,1960,1960,Tegucigalpa
Lucy McLauchlan,1978,1978,Birmingham
Merlin,1907,1907,Vendée
Rachel Rosalen,1971,1971,São Paulo
Tomek,1818,1818,Hradec Králové
Sat,1875,1875,Sharon
Al,1904,1904,Vilnius
Hicks,1904,1904,Royal Leamington Spa
Vinz Feel Free,1979,1979,Valencia
Kyle Hughes-Odgers,1981,1981,Unknown
Ish,1952,1952,Cuba
Lenz,1798,1798,Schnepfenthal
Glenn Anderson,1954,1954,Carthage
Chucho,2000,2000,Unknown
Juan,1927,1927,Buenos Aires
Dino,1917,1917,Steubenville
Gato,1984,1984,Alicante
Jean Faucheur,1956,1956,Versailles
Fred,1993,1993,Belo Horizonte
Hieronymus,345,345,Stridon
Andrés Zerneri,1972,1972,Unknown
Bishop,1928,1928,Newton
Snyder,1867,1867,Butler
616,1983,1983,Buffalo
Mab,1855,1855,Metz
Sage,1898,1898,Unknown
Logic,1990,1990,Rockville
Shem,1993,1993,Bydgoszcz
Fabio Weik,1984,1984,Milan
Shaka,1786,1786,Mthethwa Paramountcy
Zimmer,1889,1889,Bridgeport
Solus,800,800,Southern England
Born,1882,1882,Wrocław
Psalm,1980,1980,Unknown
Sterling,1983,1983,Stoystown
Tiger,1936,1936,Sabadell
Aesop,619,619,Mesembria (Pontus)
Eska,1890,1890,Łódź
Cosimo Cavallo,1951,1951,Lizzano
Mondi,1971,1971,Cali
Deco,1977,1977,São Bernardo do Campo
Chase,1869,1869,Iroquois County
Ben Murphy,1942,1942,Jonesboro
Branco,1964,1964,Bagé
Snik,1987,1987,Kifisia
Donk,1908,1908,Situbondo
Krok,1834,1834,Uddevalla church parish
Cave,1870,1870,Unknown
Charles Felix,1765,1765,Turin
Paul Botello,1961,1961,Unknown
Rea,1861,1861,Worcester
Punch,1816,1816,Chertsey
Nano,1948,1948,Pellegrini
Loiola,1968,1968,Unknown
Alejandro Mono González,1947,1947,Curicó
Uno,1977,1977,Unknown
Nao,1987,1987,Nottingham
Myre,1908,1908,Unknown
Rack,1802,1802,Unknown
Moritz,1797,1797,Klein Santersleben
Nem,1976,1976,Rio de Janeiro
Boe,1576,1576,Unknown
OVNI,1977,1977,Villa Francisca
Polo,1956,1956,Caracas
Oscar,1958,1958,'s-Hertogenbosch
Miette,1893,1893,Unknown
Nada,1953,1953,Gabbro
Murphy,1887,1887,Brooklyn
Metro,1993,1993,St. Louis
Poch,1956,1956,San Sebastián
Nemo,1859,1859,Kladno
Paul Richard,1840,1840,Unknown
RUN,1982,1982,Seoul
Merk,1992,1992,Milan
Fitz,1977,1977,Unknown
Kool Koor,1963,1963,New York City
Ster,1948,1948,Unknown
Steven Wong,1988,1988,Dessel
Manny Velazquez,1998,1998,Unknown
Ricardo Mendoza,1990,1990,Unknown
Otto Schade,1971,1971,Concepción
Emil Baumann,1883,1883,Unknown
Richard Wyatt,1795,1795,London
MZK,1968,1968,Unknown
Eva Jospin,1975,1975,Paris
Dase,1824,1824,Hamburg
Revo,1977,1977,Riverside
Simple,2000,2000,County Cork
Binho Ribeiro,1971,1971,São Paulo
Add Fuel,1980,1980,Cascais
Dave,1944,1944,Amsterdam
José Parlá,1973,1973,Miami
Hugo Henriques,1864,1864,Unknown
Sever,1867,1867,Zagreb
Lignes Rouges,1982,1982,Unknown
Dock,1980,1980,Cheshire
Outsider,1983,1983,Seoul
Lunar,1997,1997,Alberta
Muth,1854,1854,Vienna
Kube,1984,1984,Unknown
Hera,1983,1983,Reykjavík
Jiem,1932,1932,Cheratte
Roko,1989,1989,Alcalá la Real
Lime,1993,1993,Seoul
Daniel Melim,1979,1979,São Bernardo do Campo
Rui Amaral,1962,1962,São Paulo
Douglas Miles,1963,1963,Phoenix
Jeka,1876,1876,Unknown
Millard Sheets,1907,1907,Pomona
Ian,1990,1990,Unknown
Natalie,1959,1959,Tokyo
John Howard,1939,1939,Earlwood
Paulo Ito,1978,1978,São Paulo
Shear,1865,1865,Albany
Jasper,1977,1977,Unknown
SIK,1959,1959,Unknown
Har,1978,1978,Marshall
Sato,1928,1928,Tokyo
Adios,1995,1995,Unknown
Nils Westergard,1992,1992,Unknown
Rebel,1861,1861,Hietzing
Zomb,1985,1985,Barnaul
Emily Sams,1999,1999,Unknown
Rain,1982,1982,Seoul
Bis,1861,1861,Nisko
John Dolan,1962,1962,San Diego
Psy,1977,1977,Gangnam District
Greg Mike,1982,1982,Danbury
Yeliz,1957,1957,Unknown
Michael Webb,1937,1937,Henley-on-Thames
Jay,1911,1911,Darmstadt
Wilhelm Schimmel,1817,1817,Unknown
Fred Kabotie,1900,1900,Shongopovi
William Edmondson,1874,1874,Nashville
Asa Ames,1823,1823,Evans
Margaret Tafoya,1904,1904,Santa Clara Pueblo
Jean Lemaire,1598,1598,Dammartin-en-Goële
Christopher Prosperi,1800,1800,Unknown
William Linton,1791,1791,Liverpool
Nicolas Colombel,1644,1644,Sotteville-lès-Rouen
Antonin Mercié,1845,1845,Toulouse
Erté,1892,1892,Saint Petersburg
Louis Lozowick,1892,1892,Liudvinivka
Rayner Hoff,1894,1894,Unknown
Josef Hoffman,1870,1870,Unknown
Georges Pierre Seurat,1859,1859,Paris
Laura Ford,1961,1961,Cardiff
Michael Craig-Martin,1941,1941,Dublin
Braco Dimitrijević,1948,1948,Sarajevo
Kirsten Justesen,1943,1943,Odense
Kendell Geers,1968,1968,Johannesburg
Ulrich Rückriem,1938,1938,Düsseldorf
Vija Celmins,1938,1938,Riga
Girolamo del Pacchia,1477,1477,Siena
Tony Conrad,1940,1940,Concord
Peter Halley,1953,1953,New York City
Joan Fontcuberta,1955,1955,Barcelona
Bernardo Zenale,1450,1450,Treviglio
Federico Zuccaro,1541,1541,Unknown
Ben Patterson,1934,1934,Pittsburgh
Giovanni Battista Paggi,1554,1554,Genoa
Andrea Lilio,1560,1560,Ancona
Ilya Bolotowsky,1907,1907,Saint Petersburg
Mario Carreño,1913,1913,Havana
Osvaldo Licini,1894,1894,Monte Vidon Corrado
Katsushika Hokuga,1804,1804,Unknown
Ishikawa Toyonobu,1711,1711,Tokyo
Frederik Christian Lund,1826,1826,Copenhagen
Eugen Felix,1836,1836,Vienna
Eugen Bracht,1842,1842,Morges
Léon Frédéric,1856,1856,City of Brussels
Jeanne Jacquemin,1863,1863,14th arrondissement of Paris
Louis Welden Hawkins,1849,1849,Esslingen am Neckar
Alphonse Osbert,1857,1857,Paris
Jean-Jacques Henner,1829,1829,Bernwiller
Pierre Auguste Cot,1837,1837,Bédarieux
Václav Brožík,1851,1851,Brožíkova
Alfred Agache,1843,1843,Lille
Vittorio Cavalleri,1860,1860,Turin
Henry S. Sadd,1811,1811,London
Charles R. Parsons,1844,1844,Cornwall
Louis Michel Eilshemius,1864,1864,Newark
Gustaf Wilhelm Palm,1810,1810,Q10602670
William Egley,1798,1798,Doncaster
James Heath,1757,1757,London
Jean-Baptiste Nattier,1678,1678,Paris
William Westall,1781,1781,Hertford
Guglielmo de Sanctis,1829,1829,Rome
Félix-Hippolyte Lanoüe,1812,1812,Versailles
F. L. Griggs,1876,1876,Hitchin
Ignasi Valls,1750,1750,Unknown
Paul Baudry,1828,1828,La Roche-sur-Yon
Charles Hancock,1802,1802,Marlborough
Mișu Popp,1827,1827,Brașov
Maurice Felton,1803,1803,Hinckley
Louis-Philippe Hébert,1850,1850,Sainte-Sophie-d'Halifax
Francis Grant,1803,1803,Perth and Kinross
William Quiller Orchardson,1832,1832,Edinburgh
Elizabeth Jane Gardner,1837,1837,Exeter
Maxime Dethomas,1867,1867,Garges-lès-Gonesse
Harald Slott-Møller,1864,1864,Copenhagen
Teodors Ūders,1868,1868,Valmiermuiža
Andrew Darke,1948,1948,Unknown
Aldo Spoldi,1950,1950,Crema
Ricky Swallow,1974,1974,San Remo
Gottfried Helnwein,1948,1948,Vienna
Claudio Bravo,1983,1983,Loncoche
Richard Estes,1932,1932,Kewanee
Duane Hanson,1925,1925,Alexandria
Willem Isaacsz van Swanenburg,1580,1580,Leiden
Nicolaes Pietersz Berchem,1620,1620,Haarlem
Jan Hackaert,1628,1628,Amsterdam
Pieter van Laer,1599,1599,Haarlem
Eglon van der Neer,1634,1634,Amsterdam
Jan Jansz. Treck,1606,1606,Amsterdam
Hendrick de Keyser,1565,1565,Utrecht
Nicolaes Pietersz. Berchem,1620,1620,Unknown
Willem van der Vliet,1584,1584,Delft
Thomas Wyck,1616,1616,Unknown
Jacques de Gheyn III,1596,1596,Haarlem
Jonas Suyderhoff,1613,1613,Haarlem
Willem Buytewech,1625,1625,Rotterdam
Rembrandt Harmensz. van Rijn,1606,1606,Leiden
Jan Both,1615,1615,Utrecht
Govaert Flinck,1615,1615,Unknown
Cornelis Bega,1630,1630,Haarlem
Rembrandt van Rijn,1606,1606,Unknown
Joannes van der Brugghen,1649,1649,City of Brussels
