artist_name,birth_year,birth_year_key,place_name
John Lewis Krimmel,1786,1786,Württemberg
John Simpson,1916,1916,Portland
John Singleton Copley,1738,1738,Boston
John Trumbull,1756,1756,Lebanon
John William Godward,1861,1861,Wimbledon
Joseph Anton Koch,1768,1768,Elbigenalp
Joseph Duplessis,1725,1725,Unknown
Jérôme-Martin Langlois,1779,1779,Paris
Karl Bryullov,1799,1799,Saint Petersburg
Marie-Denise Villers,1774,1774,Paris
Marie-Gabrielle Capet,1761,1761,Lyon
Marie-Guillemine Benoist,1768,1768,Paris
Nicolas Antoine Taunay,1755,1755,Paris
Pierre-Paul Prud'hon,1758,1758,Cluny
Pompeo Batoni,1708,1708,Lucca
Rembrandt Peale,1778,1778,Pennsylvania
Simplício Rodrigues de Sá,1785,1785,São Nicolau Tolentino
Sylvester Shchedrin,1791,1791,Saint Petersburg
Theodore Chasseriau,1819,1819,El Limón
Vieira Portuense,1764,1764,Porto
Vladimir Borovikovsky,1757,1757,Myrhorod
William Hamilton,1751,1751,Chelsea
Yannoulis Chalepas,1851,1851,Panormos
Fritz Glarner,1899,1899,Zürich
Albert Oehlen,1954,1954,Krefeld
Luc Tuymans,1958,1958,Mortsel
Rosemarie Trockel,1952,1952,Schwerte
Charles Sheeler,1883,1883,Philadelphia
Albrecht Altdorfer,1480,1480,Regensburg
Albrecht Durer,1471,1471,Nuremberg
Bernhard Strigel,1460,1460,Memmingen
Dirk Bouts,1415,1415,Haarlem
Geertgen tot Sint Jans,1460,1460,Leiden
Gerard David,1460,1460,Oudewater
Gregorio Lopes,1490,1490,Portugal
Hans Baldung,1484,1484,Schwäbisch Gmünd
Hans Hoffmann,1530,1530,Nuremberg
Hans Holbein the Younger,1497,1497,Augsburg
Hans Memling,1435,1435,Mainz
Hieronymus Bosch,1450,1450,'s-Hertogenbosch
Hugo van der Goes,1440,1440,Ghent
Jacques Daret,1401,1401,Tournai
Jan Provoost,1465,1465,Mons
Jan van Eyck,1390,1390,Maaseik
Jean Fouquet,1420,1420,Tours
Jean Hey,1455,1455,Unknown
Jerg Ratgeb,1485,1485,Schwäbisch Gmünd
Joachim Patinir,1480,1480,Bouvignes-sur-Meuse
Justus van Gent,1430,1430,Ghent
Konrad Witz,1400,1400,Rottweiler
Lucas Cranach the Elder,1472,1472,Kronach
Mabuse,1478,1478,Maubeuge
Marinus van Reymerswaele,1490,1490,Reimerswaal
Martin Schongauer,1450,1450,Colmar
Matthias Grünewald,1455,1455,Würzburg
Nicholas Hilliard,1547,1547,Exeter
Petrus Christus,1410,1410,Baarle
Pieter Aertsen,1508,1508,Amsterdam
Pieter Bruegel the Elder,1525,1525,Breda
Pieter Brueghel the Younger,1564,1564,City of Brussels
Quentin Matsys,1466,1466,Leuven
Robert Campin,1375,1375,Valenciennes
Rogier van der Weyden,1390,1390,Tournai
Mimmo Rotella,1918,1918,Catanzaro
Alberto Biasi,1937,1937,Padua
Almir Mavignier,1925,1925,Rio de Janeiro
Edna Andrade,1917,1917,Portsmouth
Francois Rouan,1943,1943,Montpellier
Hans Hinterreiter,1902,1902,Winterthur
Julian Stanczak,1928,1928,Poland
Luis Tomasello,1915,1915,La Plata
Mario Nigro,1917,1917,Pistoia
Omar Rayo,1928,1928,Roldanillo
Tadasky,1935,1935,Nagoya
Walter Leblanc,1932,1932,Antwerp
Alfred Dehodencq,1822,1822,Paris
Benjamin Constant,1767,1767,Lausanne
Carl Haag,1820,1820,Erlangen
David Roberts,1951,1951,Stillwater
David Wilkie,1954,1954,Colombo
Edwin Lord Weeks,1849,1849,Boston
Elizabeth Thompson,1846,1846,Lausanne
Eugene Delacroix,1798,1798,Saint-Maurice
Gerolamo Induno,1825,1825,Milan
Henri Regnault,1843,1843,Paris
Horace Vernet,1789,1789,Paris
Ippolito Caffi,1809,1809,Belluno
Jean-Étienne Liotard,1702,1702,Geneva
John Frederick Lewis,1805,1805,London
John William Waterhouse,1849,1849,Rome
Oswald Achenbach,1827,1827,Düsseldorf
Richard Parkes Bonington,1802,1802,Arnold
Théodore Géricault,1791,1791,Rouen
William Holman Hunt,1827,1827,London
Clementine Hunter,1886,1886,Louisiana
Valerie Jaudon,1945,1945,Greenville
Marina Abramović,1946,1946,Belgrade
Adolph de Meyer,1868,1868,Paris
Alfred Stieglitz,1864,1864,Hoboken
Alvin Langdon Coburn,1882,1882,Boston
Clarence White,1871,1871,West Carlisle
Frank Eugene,1865,1865,Manhattan
George Seeley,1880,1880,Stockbridge
Gertrude Kasebier,1852,1852,Des Moines
Heinrich Kuhn,1866,1866,Dresden
Lewis Carroll,1832,1832,Daresbury
Alex Katz,1927,1927,New York City
Allen Jones,1937,1937,Southampton
Claudio Tozzi,1944,1944,São Paulo
Corita Kent,1918,1918,Fort Dodge
Dale Hickey,1937,1937,Melbourne
Dieter Asmus,1939,1939,Hamburg
Evelyne Axell,1935,1935,Namur
Herve Telemaque,1937,1937,Port-au-Prince
Hiro Yamagata,1948,1948,Maibara
Howard Arkley,1951,1951,Australia
James Rosenquist,1933,1933,Grand Forks
Jim Lambie,1964,1964,Glasgow
Kazimierz Mikulski,1918,1918,Kraków
Kenneth Price,1935,1935,Los Angeles
Konrad Klapheck,1935,1935,Düsseldorf
Marjorie Strider,1931,1931,Guthrie
Nicholas Krushenick,1929,1929,The Bronx
Patrick Caulfield,1936,1936,London
Pauline Boty,1938,1938,London
Peter Blake,1932,1932,Dartford
Peter Max,1937,1937,Berlin
Peter Phillips,1977,1977,St. Mary's Hospital
Philippe Halsman,1906,1906,Riga
R. B. Kitaj,1932,1932,Unknown
Red Grooms,1937,1937,Nashville
Rene Bertholo,1935,1935,Alhandra
Richard Hamilton,1922,1922,London
Rosalyn Drexler,1926,1926,The Bronx
Tadanori Yokoo,1936,1936,Nishiwaki
Valerio Adami,1935,1935,Bologna
Agnes Lawrence Pelton,1881,1881,Stuttgart
Amrita Sher-Gil,1913,1913,Budapest
Augustus John,1878,1878,Tenby
Constantin Piliuta,1929,1929,Botoșani
Dumitru Ghiatza,1888,1888,Mehedinți County
Edgar Chahine,1874,1874,Vienna
Edouard Cortes,1882,1882,Lagny-sur-Marne
Edvard Weie,1879,1879,Copenhagen
George Washington Lambert,1873,1873,Saint Petersburg
Gohar Fermanyan,1899,1899,Tbilisi
Grace Cossington Smith,1892,1892,Neutral Bay
Gustave Loiseau,1865,1865,Paris
Gwen John,1876,1876,Haverfordwest
Kuzma Petrov-Vodkin,1878,1878,Khvalynsk
Le Pho,1907,1907,Hà Đông
Leon Kroll,1884,1884,New York City
Lucia Demetriade Balacescu,1895,1895,Bucharest
Maurice Denis,1870,1870,Granville
Maurice Utrillo,1883,1883,Montmartre
Medardo Rosso,1858,1858,Turin
Nikola Tanev,1890,1890,Svishtov
Paul Henry,1912,1912,Namur
Pekka Halonen,1865,1865,Lapinlahti
Roger Fry,1866,1866,London
Samuel Peploe,1871,1871,Edinburgh
Sedrak Arakelyan,1884,1884,Cəhri
Suzanne Valadon,1865,1865,Bessines-sur-Gartempe
Tran Van Can,1910,1910,Haiphong
Vladimir Dimitrov,1882,1882,Frolosh
William Orpen,1878,1878,Stillorgan
Alison Wilding,1948,1948,Blackburn
Antony Gormley,1950,1950,London
Bill Bollinger,1939,1939,Brooklyn
David Annesley,1936,1936,London
David Hammons,1943,1943,Springfield
Dorothea Rockburne,1934,1934,Montreal
Ernesto Neto,1964,1964,Rio de Janeiro
Gary Kuehn,1939,1939,New Jersey
Giorgio Griffa,1936,1936,Turin
Guy Mees,1935,1935,Mechelen
Harmony Hammond,1944,1944,Chicago
Ion Pantilie,1945,1945,Pitești
Jacqueline Winsor,1941,1941,St. John's
Jannis Kounellis,1936,1936,Piraeus
Lenore Tawney,1907,1907,Lorain
Lita Albuquerque,1946,1946,Santa Monica
Michael Bolus,1934,1934,Cape Town
Nancy Graves,1939,1939,Pittsfield
Phyllida Barlow,1944,1944,Newcastle upon Tyne
Piero Gilardi,1942,1942,Turin
Rachel Whiteread,1963,1963,London
Richard Deacon,1949,1949,Bangor
Richard Van Buren,1937,1937,Syracuse
Tim Scott,1965,1965,Charleston
Jack Youngerman,1926,1926,St. Louis
Jef Verheyen,1932,1932,Itegem
Pat Steir,1938,1938,Newark
Robert Swain,1940,1940,Ripon
Njideka Akunyili Crosby,1983,1983,Enugu
George Ault,1891,1891,Cleveland
Ralston Crawford,1906,1906,St. Catharines
Cennino Cennini,1360,1360,Colle di Val d'Elsa
Duccio,1255,1255,Siena
Giotto,1266,1266,Vicchio
Paolo Veneziano,1300,1300,Venice
Amedee Ozenfant,1886,1886,Saint-Quentin
Abbott Handerson Thayer,1849,1849,Boston
Abdullah Suriosubroto,1878,1878,Semarang City
Achille Pinelli,1809,1809,Rome
Aleksey Savrasov,1830,1830,Moscow
Alexey Venetsianov,1780,1780,Moscow
Anton Azbe,1862,1862,Carniola
Anton Mauve,1838,1838,Zaandam
Anton Melbye,1818,1818,Copenhagen
Anton Mitov,1862,1862,Stara Zagora
Antonio Jacobsen,1850,1850,Copenhagen
Antonio Mancini,1852,1852,Albano Laziale
Arshak Fetvadjian,1866,1866,Trabzon
Augusta Savage,1892,1892,Green Cove Springs
Charles Atamian,1872,1872,Constantinople
Charles Hermans,1932,1932,Lawang
Charles Jacque,1813,1813,École Militaire
Charles Meryon,1821,1821,Paris
Charles-Francois Daubigny,1817,1817,Paris
Columbano Bordalo Pinheiro,1857,1857,Lisbon
Constant Troyon,1810,1810,Sèvres
Constantin Guys,1802,1802,Vlissingen
Constantin Stahi,1844,1844,Dobreni
Daniel Ridgway Knight,1839,1839,Chambersburg
David Bates,1945,1945,Coventry
David Cox,1924,1924,Birmingham
Eastman Johnson,1824,1824,Lovell
Eduard von Gebhardt,1838,1838,Järva-Jaani
Efim Volkov,1928,1928,Osaka
Elin Danielson-Gambogi,1861,1861,Noormarkku
Eugène Jansson,1862,1862,Jakob and Johannes parish
Filippo Cifariello,1864,1864,Molfetta
Frank Holl,1956,1956,Heidelberg
Fyodor Vasilyev,1850,1850,Gatchina
George Catlin,1796,1796,Wilkes-Barre
Gevorg Bashindzhagian,1857,1857,Sighnaghi
Grigoriy Myasoyedov,1834,1834,Pan'kovo
Gustave Dore,1832,1832,Strasbourg
Hans Heysen,1877,1877,Hamburg
Henri Fantin-Latour,1836,1836,Grenoble
Henry William Banks Davis,1833,1833,London
Hugo Simberg,1873,1873,Hamina
Ivan Kramskoy,1837,1837,Ostrogozhsk
Ivan Shishkin,1831,1831,Yelabuga
Jakub Schikaneder,1855,1855,Prague
James Webb,1906,1906,Tally Ho Township
Jean-Francois Millet,1814,1814,Gréville-Hague
Johan Hendrik Weissenbruch,1824,1824,The Hague
John Collier,1850,1850,London
John Everett Millais,1829,1829,Southampton
John Henderson,1928,1928,Hastings
John Leech,1971,1971,Hastings
Joseph Farquharson,1846,1846,Edinburgh
Joseph Urbania,1877,1877,Ljubljana
Józef Chełmoński,1847,1847,"Boczki, Łowicz County"
Klavdy Lebedev,1852,1852,Russian Empire
Maxime Lalanne,1827,1827,Bordeaux
Mihri Musfik,1886,1886,Istanbul
Mikhail Lebedev,1811,1811,Tartu
Mykola Murashko,1844,1844,Hlukhiv
Panos Terlemezian,1865,1865,Unknown
Paul Kane,1941,1941,Newark
Pavel Fedotov,1815,1815,Moscow
Ralph Hedley,1848,1848,Gilling West
Taras Shevchenko,1814,1814,Moryntsi
Theodore Rousseau,1810,1810,Paris
Theodule Ribot,1823,1823,Saint-Nicolas-d'Attez
Thomas Dewing,1851,1851,Boston
Vardges Sureniants,1860,1860,Akhaltsikhe
Vartan Mahokian,1869,1869,Unknown
Vasily Perov,1834,1834,Tobolsk
Vasily Sadovnikov,1800,1800,Saint Petersburg
Vasily Tropinin,1776,1776,Karpovo
Veniamin Kremer,1899,1899,Unknown
Viktor Vasnetsov,1848,1848,Lopyal
Vladimir Makovsky,1846,1846,Moscow
Volodymyr Orlovsky,1842,1842,Kyiv
Walter Gay,1856,1856,Boston
William Michael Harnett,1848,1848,Clonakilty
William Simpson,1823,1823,Glasgow
Winslow Homer,1836,1836,Boston
Zakar Zakarian,1849,1849,Constantinople
Alfred Heber Hutty,1877,1877,Grand Haven
Grace Albee,1890,1890,Rhode Island
John Steuart Curry,1897,1897,Dunavant
Norman Rockwell,1894,1894,New York City
Allan Ramsay,1713,1713,Edinburgh
Anne Vallayer-Coster,1744,1744,Paris
Antoine Watteau,1684,1684,Valenciennes
Bernardo Bellotto,1722,1722,Venice
David Morier,1705,1705,Bern
Francois Boucher,1703,1703,Paris
François Lemoyne,1688,1688,Paris
Fyodor Rokotov,1735,1735,Vorontsovo manor Park
George Lambert,1700,1700,Hampton
George Morland,1763,1763,London
George Romney,1734,1734,Dalton-in-Furness
Giovanni Battista Tiepolo,1696,1696,Venice
Giovanni Domenico Tiepolo,1727,1727,Venice
Hendrik Voogd,1768,1768,Amsterdam
Hubert Robert,1733,1733,Paris
Jean-Baptiste Greuze,1725,1725,Tournus
Jean-Baptiste Oudry,1686,1686,Paris
Jean-Baptiste van Loo,1684,1684,Aix-en-Provence
Jean-Marc Nattier,1685,1685,Paris
Johann Georg Pinzel,1710,1710,Unknown
John Jackson,1880,1880,Lunenburg County
John Russell,1745,1745,Guildford
José Campeche,1751,1751,San Juan
Louise Elisabeth Vigee Le Brun,1755,1755,Paris
Luis Paret y Alcazar,1746,1746,Madrid
Maurice Quentin de La Tour,1704,1704,Saint-Quentin
Paul Revere,1735,1735,Boston
Pietro Longhi,1701,1701,Venice
Ralph Earl,1751,1751,Worcester County
Richard Wilson,1713,1713,Penegoes
Rosalba Carriera,1675,1675,Venice
Thomas Gainsborough,1727,1727,Sudbury
Thomas Lawrence,1769,1769,Bristol
William Williams,1727,1727,Bristol
Alberto Sotio,1100,1100,Spoleto
Claricia,1687,1687,Unknown
Adolphe Joseph Thomas Monticelli,1824,1824,Marseille
Albrecht Adam,1786,1786,Nördlingen
Alexander Orlowski,1777,1777,Warsaw
Alexander Pope,1688,1688,City of London
Alexander Shilov,1974,1974,Moscow
Alonzo Chappel,1828,1828,New York City
Andreas Achenbach,1815,1815,Kassel
Arnold Böcklin,1827,1827,Basel
Arthur Hughes,1832,1832,London
Ary Scheffer,1795,1795,Dordrecht
Auguste Edouart,1789,1789,Dunkirk
Caspar David Friedrich,1774,1774,Greifswald
Charles M. Russell,1864,1864,St. Louis
Charles Turner,1774,1774,Woodstock
Christen Kobke,1810,1810,Copenhagen
Constantin Daniel Rosenthal,1820,1820,Pest
Cornelis Springer,1817,1817,Amsterdam
Dante Gabriel Rossetti,1828,1828,London
David Scott,1958,1958,Aynor
Edouard Riou,1833,1833,Saint-Servan-sur-Mer
Edwin Austin Abbey,1852,1852,Philadelphia
Edwin Henry Landseer,1802,1802,London
Emanuel Leutze,1816,1816,Schwäbisch Gmünd
Eugene von Guerard,1811,1811,Vienna
Ford Madox Brown,1821,1821,Calais
Frank Dicksee,1853,1853,London
Franz Richard Unterberger,1837,1837,Innsbruck
Frederick George Cotman,1850,1850,Ipswich
Frederick Morgan,1893,1893,Johannesburg
Frederick Sandys,1829,1829,Norwich
Frederick William Burton,1816,1816,Republic of Ireland
George Harvey,1806,1806,St. Ninians
George Hemming Mason,1818,1818,Unknown
George Stubbs,1724,1724,Liverpool
Giovanni Battista Torriglia,1858,1858,Unknown
Gustaf Wappers,1803,1803,Antwerp
Gustave Moreau,1826,1826,Paris
Heinrich Reinhold,1788,1788,Gera
Henry Fuseli,1741,1741,Zürich
Henry Raeburn,1756,1756,Stockbridge
Henryk Rodakowski,1823,1823,Lviv
Hermann Ottomar Herzog,1831,1831,Bremen
Ivan Aivazovsky,1817,1817,Feodosiia
James Archer,1823,1823,Edinburgh
James Campbell,1805,1805,Bridgeton
James Hamilton,1900,1900,Indianapolis
James Ward,1800,1800,London
Jan Matejko,1838,1838,Free City of Kraków
Jean-Baptiste Carpeaux,1827,1827,Valenciennes
Jenaro Pérez Villaamil,1807,1807,Ferrol
Johan Christian Dahl,1788,1788,Bergen
John Absolon,1815,1815,London
John Constable,1776,1776,East Bergholt
John Crome,1768,1768,Norwich
John Glover,1944,1944,Kingston
John Hoppner,1758,1758,Whitechapel
John Lee,1915,1915,Frederick
John Martin,1884,1884,Florida
John Pettie,1839,1839,Edinburgh
John Quidor,1801,1801,Tappan
John Roddam Spencer Stanhope,1829,1829,United Kingdom
John Ruskin,1819,1819,London
John Varley,1947,1947,Austin
John Wilson Carmichael,1799,1799,Newcastle upon Tyne
Julia Margaret Cameron,1815,1815,Garden Reach
Karl Bodmer,1809,1809,Zürich
Karl Lessing,1808,1808,Wrocław Pracze
Knud Baade,1808,1808,Skjold
Lev Lagorio,1827,1827,Feodosiia
Louis Janmot,1814,1814,Lyon
Luc-Olivier Merson,1846,1846,Paris
Marcus Larson,1825,1825,Q10727009
Marcus Stone,1840,1840,London
Mary Josephine Walters,1837,1837,Unknown
Maurycy Gottlieb,1856,1856,Drohobych
Maxim Vorobiev,1787,1787,Pskov
Mårten Eskil Winge,1825,1825,Stockholm
Nicolas Toussaint Charlet,1792,1792,Paris
Orest Kiprensky,1782,1782,Nezhnovo
Osman Hamdi,1842,1842,Istanbul
Paul Gavarni,1804,1804,Paris
Pavel Svinyin,1787,1787,http://www.wikidata.org/.well-known/genid/4e6bf6de868010eec633b490da602d29
Peder Balke,1804,1804,Helgøya
Peter Fendi,1796,1796,Vienna
Peter Nicolai Arbo,1831,1831,Gulskogen
Philipp Otto Runge,1777,1777,Wolgast
Piotr Michałowski,1800,1800,Kraków
Polychronis Lembesis,1848,1848,Salamis Island
Raden Saleh,1807,1807,Semarang City
Richard Dadd,1817,1817,Chatham
Robert Bateman,1930,1930,Toronto
Rudolf von Alt,1812,1812,Vienna
Samuel Morse,1791,1791,Charlestown
Samuel Palmer,1805,1805,Newington
Simeon Solomon,1840,1840,City of London
Sydney Laurence,1865,1865,Brooklyn
Thomas Cole,1949,1949,Shreveport
Thomas Girtin,1775,1775,London
Thomas Hill,1971,1971,Los Angeles
Thomas Jones,1742,1742,Big Stone Gap
Thomas Jones Barker,1815,1815,Bath
Thomas Moran,1837,1837,Bolton
Thomas Sully,1783,1783,Horncastle
Wilhelm von Kaulbach,1805,1805,Bad Arolsen
William Bradford,1755,1755,Philadelphia
William Collins,1788,1788,London
William Gilbert Foster,1855,1855,Manchester
William Hart,1823,1823,Paisley
William Holbrook Beard,1825,1825,Painesville
William Leighton Leitch,1804,1804,Glasgow
William Morris,1834,1834,London
William Shayer,1787,1787,Southampton
Mirza Agha Emami,1881,1881,Isfahan Province
Christo and Jeanne-Claude,1955,1955,Copenhagen
Charles Wilbert White,1918,1918,Chicago
Dorothea Lange,1895,1895,Hoboken
Lewis Hine,1874,1874,Oshkosh
Maria Stolarova,1925,1925,Varna
Oliver Kilbourn,1904,1904,Ashington
Philip Evergood,1901,1901,New York City
Sue Coe,1951,1951,Tamworth
Boyukagha Mirzazade,1921,1921,Baku
Dmitry Nalbandyan,1906,1906,Tbilisi
Jules Perahim,1914,1914,Bucharest
Karpo Trokhymenko,1885,1885,Suschany
Sergey Ryabchenko,1923,1923,Oleksandriya
Victor Puzyrkov,1918,1918,Dnipro
Agostino Bonalumi,1935,1935,Vimercate
Lucio Fontana,1899,1899,Rosario
Turi Simeti,1929,1929,Alcamo
Blek le Rat,1918,1918,Amsterdam
Cope2,1961,1961,Milan
Cornbread,1919,1919,Tulsa
Epsylon Point,1950,1950,Unknown
Futura 2000,1955,1955,New York City
Jef Aerosol,1957,1957,Nantes
JonOne,1963,1963,New York City
Miss.Tic,1956,1956,Paris
Seen,1961,1961,The Bronx
Speedy Graphito,1961,1961,Unknown
Stay High 149,1950,1950,Emporia
TAKI 183,2000,2000,Unknown
Godfrey Blow,1948,1948,England
Agustin Cardenas,1927,1927,Matanzas
Albin Brunovsky,1935,1935,Zohor
Alejandro Obregon,1920,1920,Barcelona
Alexander Boghossian,1937,1937,Addis Ababa
Ali Akbar Sadeghi,1937,1937,Iran
Angel Planells,1901,1901,Cadaqués
Antonio Dacosta,1914,1914,Angra do Heroísmo
Boris Margo,1902,1902,Volochysk
Brassai,1899,1899,Brașov
Conroy Maddox,1912,1912,Ledbury
Dado,1925,1925,Sarajevo
Desmond Morris,1928,1928,Purton
Domenico Gnoli,1933,1933,Rome
Dora Maar,1907,1907,Paris
Dorothea Tanning,1910,1910,Galesburg
Edward Weston,1886,1886,Highland Park
Enrico Donati,1909,1909,Pavia
Esteban Frances,1913,1913,Portbou
Felix Labisse,1905,1905,Marchiennes
Fornasetti,1913,1913,Milan
Francisco Toledo,1940,1940,Mexico City
Frederick Sommer,1905,1905,Angri
Friedensreich Hundertwasser,1928,1928,Vienna
Georges Papazoff,1894,1894,Yambol
Gustavo Foppiani,1925,1925,Unknown
Ibrahim Salahi,1930,1930,Omdurman
Ivan Tovar,1942,1942,Duarte Province
Jacek Yerka,1952,1952,Toruń
Jacques Le Marechal,1878,1878,Moustoir-Ac
Jean Benoit,1922,1922,Quebec City
Jorge Camacho,1966,1966,Zafra
Jorge Castillo,1933,1933,Pontevedra
Jose Manuel Capuletti,1925,1925,Valladolid
Joseph Cornell,1903,1903,Nyack
Kansuke Yamamoto,1914,1914,Nagoya
Kay Sage,1898,1898,Watervliet
Kit Williams,1946,1946,Kent
Leonora Carrington,1917,1917,Clayton-le-Woods
Luigi Serafini,1808,1808,Magliano Sabina
Marcel Marien,1920,1920,Antwerp
Marcelino Vespeira,1925,1925,Samouco
Mark Tansey,1949,1949,San Jose
Max Walter Svanberg,1912,1912,Malmö
Meret Oppenheim,1913,1913,Berlin
Michael Sowa,1945,1945,Berlin
Mimi Parent,1924,1924,Montreal
Octavio Ocampo,1943,1943,Celaya
Pierre Molinier,1900,1900,Agen
Richard Oelze,1900,1900,Magdeburg
Sabin Balasa,1932,1932,Dobriceni
Samuel Bak,1933,1933,Vilnius
Serge Brignoni,1903,1903,Vacallo
Sven Jonson,1902,1902,Halmstad
Taro Okamoto,1911,1911,Futago
Tetsuya Ishida,1973,1973,Yaizu
Yves Laloy,1920,1920,Rennes
Yves Tanguy,1876,1876,Bannalec
Albert Pinkham Ryder,1847,1847,New Bedford
Alfred Kubin,1877,1877,Litoměřice
Eduard Isabekyan,1914,1914,Iğdır
Eugene Carriere,1849,1849,Gournay-sur-Marne
Felicien Rops,1833,1833,Namur
Gustav Adolf Mossa,1883,1883,Nice
Hovsep Pushman,1877,1877,Silvan
Leon Spilliaert,1881,1881,Ostend
Max Klinger,1857,1857,Leipzig
Pierre Puvis de Chavannes,1824,1824,Lyon
William Blake,1757,1757,London
Morgan Russell,1886,1886,New York City
Charles Laval,1862,1862,9th arrondissement of Paris
Alexandre Istrati,1915,1915,Dorohoi
Camille Bryen,1907,1907,Nantes
Emil Schumacher,1912,1912,Hagen
Georges Mathieu,1921,1921,Boulogne-sur-Mer
Gerard Schneider,1896,1896,Sainte-Croix
Hans Hartung,1904,1904,Leipzig
Jean Bertholle,1909,1909,Dijon
Louis Van Lint,1909,1909,Saint-Josse-ten-Noode
Serge Poliakoff,1900,1900,Moscow
Alexander Helwig Wyant,1836,1836,Port Washington
Edward Mitchell Bannister,1828,1828,St. Andrews
George Inness,1825,1825,Newburgh
Max Meldrum,1875,1875,Edinburgh
Xavier Martinez,1869,1869,Guadalajara
Francesco Clemente,1952,1952,Naples
Paul Jacoulet,1896,1896,Paris
Abdul Qader Al Raes,1951,1951,United Arab Emirates
Andreas Gursky,1955,1955,Leipzig
Ferenc Pinter,1931,1931,Alassio
Franco Fontana,1933,1933,Modena
Gheorghe Petrascu,1872,1872,Tecuci
Giuliana Lazzerini,1951,1951,Unknown
Guido Viaro,1897,1897,Badia Polesine
Igor Grabar,1871,1871,Pest
Jennifer Bartlett,1941,1941,Long Beach
Julie Mehretu,1970,1970,Addis Ababa
Manuel Alvarez Bravo,1902,1902,Mexico City
Marianne von Werefkin,1860,1860,Tula
Robert Demachy,1859,1859,Saint-Germain-en-Laye
Wolfgang Tillmans,1968,1968,Remscheid
Wu Daozi,680,680,Chang'an
Olowe of Ise,1873,1873,Unknown
José Pedro Costigliolo,1902,1902,Montevideo
Felix Nadar,1820,1820,rue Saint-Honoré
Alfred Freddy Krupa,1971,1971,Karlovac
Alice Rahon,1904,1904,Chenecey-Buillon
Amin Aghaei,1982,1982,Isfahan
Arne Quinze,1905,1905,Unknown
Chaokun Wang,1963,1963,Unknown
Charles Gibbons,1957,1957,Zimbabwe
Daniel Sambo-Richter,1966,1966,Görlitz
David Michael Hinnebusch,1964,1964,Pittsburgh
Else Alfelt,1910,1910,Copenhagen
Endre Rozsda,1913,1913,Mohács
Gogi Khutsishvili,1941,1941,Tbilisi
Grace Pailthorpe,1883,1883,St Leonards-on-Sea
Henryk Streng,1903,1903,Lviv
Hélène de Beauvoir,1910,1910,Paris
Ivan Marchuk,1936,1936,Moskalivka
Jiménez Deredia,1954,1954,Heredia
Kaloust Guedel,1956,1956,Cyprus
Manuel Felguérez,1928,1928,Valparaíso
Mladen Stilinovic,1947,1947,Belgrade
Nemanja Vučković,1990,1990,Surdulica
Nina Tokhtaman Valetova,1958,1958,Berdyash
Petros Malayan,1927,1927,Baku
Rita Angus,1908,1908,Hastings
Sally Gabori,1924,1924,Bentinck Island
Sofia Areal,1960,1960,Lisbon
Stepan Ryabchenko,1987,1987,Odesa
Volodymyr Loboda,1943,1943,Dnipro
Yuri Zlotnikov,1930,1930,Moscow
Alexander Bogen,1901,1901,Bolatice
Anton Heyboer,1924,1924,Sabang City
Behjat Sadr,1924,1924,Arak
Cricorps,1889,1889,Sketty
Ed Clark,1947,1947,Toronto
Eleonora Brigalda Barbas,1959,1959,Călărași
Enrique Silvestre,1941,1941,Barcelona
Gil Nicolescu,1942,1942,Bucharest
Glenn Brown,1966,1966,Hexham
Ilse D'Hollander,1968,1968,Sint-Niklaas
Jasper Johns,1930,1930,Augusta
Joe Tilson,1928,1928,London
